,block_start,block_end,snp_vec_start,snp_vec_end,types,genome1,genome2,start_site,end_site,contig
2298,26735,26787,267350.0,267870.0,0,700108840,ERR911961,5110745,5118870,NC_009614
2299,11268,11527,112680.0,115270.0,1,700108840,ERR911961,2245432,2282836,NC_009614
2300,18407,18410,184070.0,184100.0,1,700108840,ERR911961,3532523,3532790,NC_009614
2301,31,1027,310.0,10270.0,0,700109449,ERR912132,3076,144177,NC_009614
2302,1816,2375,18160.0,23750.0,0,700109449,ERR912132,313617,377308,NC_009614
2303,3290,3357,32900.0,33570.0,0,700109449,ERR912132,491004,496051,NC_009614
2304,4935,5300,49350.0,53000.0,0,700109449,ERR912132,767005,808464,NC_009614
2305,5460,5591,54600.0,55910.0,0,700109449,ERR912132,847293,875994,NC_009614
2306,6737,6975,67370.0,69750.0,0,700109449,ERR912132,1202724,1330671,NC_009614
2307,9226,9754,92260.0,97540.0,0,700109449,ERR912132,1719228,1800261,NC_009614
2308,10779,11059,107790.0,110590.0,0,700109449,ERR912132,1938142,1971094,NC_009614
2309,11970,12080,119700.0,120800.0,0,700109449,ERR912132,2192691,2247140,NC_009614
2310,12164,12248,121640.0,122480.0,0,700109449,ERR912132,2316651,2345472,NC_009614
2311,13598,13636,135980.0,136360.0,0,700109449,ERR912132,2509504,2512039,NC_009614
2312,13818,13944,138180.0,139440.0,0,700109449,ERR912132,2535319,2557147,NC_009614
2313,14538,14549,145380.0,145490.0,0,700109449,ERR912132,2645897,2646722,NC_009614
2314,15864,16363,158640.0,163630.0,0,700109449,ERR912132,2959192,3019930,NC_009614
2315,16696,16786,166960.0,167860.0,0,700109449,ERR912132,3094570,3103264,NC_009614
2316,18179,18368,181790.0,183680.0,0,700109449,ERR912132,3336124,3357491,NC_009614
2317,19775,20101,197750.0,201010.0,0,700109449,ERR912132,3654414,3687232,NC_009614
2318,20227,20497,202270.0,204970.0,0,700109449,ERR912132,3716682,3770078,NC_009614
2319,21347,21607,213470.0,216070.0,0,700109449,ERR912132,3859235,3892672,NC_009614
2320,22532,22713,225320.0,227130.0,0,700109449,ERR912132,4069309,4106942,NC_009614
2321,25442,25525,254420.0,255250.0,0,700109449,ERR912132,4713062,4721649,NC_009614
2322,25962,26128,259620.0,261280.0,0,700109449,ERR912132,4770897,4787963,NC_009614
2323,26438,26508,264380.0,265080.0,0,700109449,ERR912132,4822548,4829062,NC_009614
2324,28040,28169,280400.0,281690.0,0,700109449,ERR912132,5090889,5104586,NC_009614
2325,1486,1515,14860.0,15150.0,1,700109449,ERR912132,276472,278422,NC_009614
2326,1624,1642,16240.0,16420.0,1,700109449,ERR912132,290067,291349,NC_009614
2327,5343,5391,53430.0,53910.0,1,700109449,ERR912132,818737,822644,NC_009614
2328,5804,5868,58040.0,58680.0,1,700109449,ERR912132,1062761,1079046,NC_009614
2329,8314,8325,83140.0,83250.0,1,700109449,ERR912132,1584647,1585520,NC_009614
2330,9903,9909,99030.0,99090.0,1,700109449,ERR912132,1813912,1819594,NC_009614
2331,12090,12143,120900.0,121430.0,1,700109449,ERR912132,2247749,2282995,NC_009614
2332,15724,15734,157240.0,157340.0,1,700109449,ERR912132,2933262,2933992,NC_009614
2333,15758,15784,157580.0,157840.0,1,700109449,ERR912132,2935673,2937881,NC_009614
2334,28284,28303,282840.0,283030.0,1,700109449,ERR912132,5147260,5149580,NC_009614
2335,3904,4102,39040.0,41020.0,0,700111296,SRR341723,603188,638517,NC_009614
2336,17989,18102,179890.0,181020.0,0,700111296,SRR341723,3299304,3313638,NC_009614
2337,20076,20140,200760.0,201400.0,0,700111296,SRR341723,3696539,3701160,NC_009614
2338,10,608,100.0,6080.0,0,700111439,700116865,993,112039,NC_009614
2339,3067,3350,30670.0,33500.0,0,700111439,700116865,492135,549181,NC_009614
2340,5261,5314,52610.0,53140.0,0,700111439,700116865,872602,878166,NC_009614
2341,5859,5989,58590.0,59890.0,0,700111439,700116865,1123005,1150308,NC_009614
2342,6453,6760,64530.0,67600.0,0,700111439,700116865,1308783,1380655,NC_009614
2343,7003,7162,70030.0,71620.0,0,700111439,700116865,1414063,1430585,NC_009614
2344,8851,9063,88510.0,90630.0,0,700111439,700116865,1725707,1778622,NC_009614
2345,9556,9620,95560.0,96200.0,0,700111439,700116865,1827954,1834771,NC_009614
2346,11898,12081,118980.0,120810.0,0,700111439,700116865,2354345,2370105,NC_009614
2347,12391,12500,123910.0,125000.0,0,700111439,700116865,2428245,2435628,NC_009614
2348,12866,13121,128660.0,131210.0,0,700111439,700116865,2477997,2503781,NC_009614
2349,15078,15157,150780.0,151570.0,0,700111439,700116865,2925777,2934016,NC_009614
2350,16042,16256,160420.0,162560.0,0,700111439,700116865,3068212,3113722,NC_009614
2351,18672,18735,186720.0,187350.0,0,700111439,700116865,3562446,3576334,NC_009614
2352,19790,19826,197900.0,198260.0,0,700111439,700116865,3803747,3807061,NC_009614
2353,24507,25257,245070.0,252570.0,0,700111439,700116865,4747889,4864890,NC_009614
2354,8488,8493,84880.0,84930.0,1,700111439,700116865,1674654,1674942,NC_009614
2355,16462,16463,164620.0,164630.0,1,700111439,700116865,3142148,3142199,NC_009614
2356,245,657,2450.0,6570.0,0,700111439,700123827,64891,112036,NC_009614
2357,15192,15271,151920.0,152710.0,0,700111439,700123827,2925786,2933989,NC_009614
2358,18791,18855,187910.0,188550.0,0,700111439,700123827,3562230,3576274,NC_009614
2359,24636,24958,246360.0,249580.0,0,700111439,700123827,4747859,4781155,NC_009614
2360,8571,8576,85710.0,85760.0,1,700111439,700123827,1674666,1674963,NC_009614
2361,877,1106,8770.0,11060.0,0,700111439,700164354,132565,214033,NC_009614
2362,1388,1417,13880.0,14170.0,0,700111439,700164354,283042,285064,NC_009614
2363,1697,2081,16970.0,20810.0,0,700111439,700164354,321342,365874,NC_009614
2364,2315,2966,23150.0,29660.0,0,700111439,700164354,391369,462288,NC_009614
2365,3604,3895,36040.0,38950.0,0,700111439,700164354,591614,638478,NC_009614
2366,5296,5368,52960.0,53680.0,0,700111439,700164354,872581,893852,NC_009614
2367,7742,8104,77420.0,81040.0,0,700111439,700164354,1530704,1610522,NC_009614
2368,9444,9738,94440.0,97380.0,0,700111439,700164354,1812382,1850424,NC_009614
2369,12704,12797,127040.0,127970.0,0,700111439,700164354,2461833,2470660,NC_009614
2370,13530,13574,135300.0,135740.0,0,700111439,700164354,2574918,2579214,NC_009614
2371,14071,14213,140710.0,142130.0,0,700111439,700164354,2656650,2682597,NC_009614
2372,15094,15491,150940.0,154910.0,0,700111439,700164354,2925801,2992910,NC_009614
2373,17605,17934,176050.0,179340.0,0,700111439,700164354,3342933,3430440,NC_009614
2374,18508,18567,185080.0,185670.0,0,700111439,700164354,3523753,3543395,NC_009614
2375,19238,19255,192380.0,192550.0,0,700111439,700164354,3695345,3696575,NC_009614
2376,19438,19639,194380.0,196390.0,0,700111439,700164354,3757116,3785741,NC_009614
2377,19813,20033,198130.0,200330.0,0,700111439,700164354,3806590,3830736,NC_009614
2378,20887,20983,208870.0,209830.0,0,700111439,700164354,3974871,3982455,NC_009614
2379,25049,25124,250490.0,251240.0,0,700111439,700164354,4810642,4820814,NC_009614
2380,25299,25362,252990.0,253620.0,0,700111439,700164354,4869659,4875541,NC_009614
2381,26235,26342,262350.0,263420.0,0,700111439,700164354,5041266,5054527,NC_009614
2382,473,478,4730.0,4780.0,1,700111439,700164354,83691,84039,NC_009614
2383,5092,5139,50920.0,51390.0,1,700111439,700164354,818572,822356,NC_009614
2384,5574,5596,55740.0,55960.0,1,700111439,700164354,1066022,1076106,NC_009614
2385,13160,13171,131600.0,131710.0,1,700111439,700164354,2510254,2514443,NC_009614
2386,18659,18665,186590.0,186650.0,1,700111439,700164354,3562047,3562527,NC_009614
2387,1043,2848,10430.0,28480.0,0,700111439,700172279,158776,454962,NC_009614
2388,7796,8047,77960.0,80470.0,0,700111745,700161872,1581902,1612541,NC_009614
2389,8973,12285,89730.0,122850.0,0,700111745,700161872,1761363,2425375,NC_009614
2390,13085,13130,130850.0,131300.0,0,700111745,700161872,2509222,2514542,NC_009614
2391,24220,26003,242200.0,260030.0,0,700111745,700161872,4723647,5014532,NC_009614
2392,7751,8002,77510.0,80020.0,0,700111745,700163811,1581914,1612574,NC_009614
2393,8928,12200,89280.0,122000.0,0,700111745,700163811,1761384,2423294,NC_009614
2394,24148,25935,241480.0,259350.0,0,700111745,700163811,4723647,5014523,NC_009614
2395,457,809,4570.0,8090.0,0,700111745,700172498,100446,128312,NC_009614
2396,1091,1564,10910.0,15640.0,0,700111745,700172498,216698,317531,NC_009614
2397,3652,3930,36520.0,39300.0,0,700111745,700172498,638448,694665,NC_009614
2398,4972,5047,49720.0,50470.0,0,700111745,700172498,865991,878610,NC_009614
2399,7829,7972,78290.0,79720.0,0,700111745,700172498,1596725,1612535,NC_009614
2400,8898,10710,88980.0,107100.0,0,700111745,700172498,1761360,2116210,NC_009614
2401,11405,12199,114050.0,121990.0,0,700111745,700172498,2243980,2423234,NC_009614
2402,13252,13323,132520.0,133230.0,0,700111745,700172498,2549295,2556038,NC_009614
2403,14601,14775,146010.0,147750.0,0,700111745,700172498,2865669,2906092,NC_009614
2404,19107,19294,191070.0,192940.0,0,700111745,700172498,3701622,3773745,NC_009614
2405,19513,19550,195130.0,195500.0,0,700111745,700172498,3797447,3803157,NC_009614
2406,20068,20183,200680.0,201830.0,0,700111745,700172498,3868408,3879267,NC_009614
2407,21062,21210,210620.0,212100.0,0,700111745,700172498,4049147,4070964,NC_009614
2408,23454,23580,234540.0,235800.0,0,700111745,700172498,4669925,4678798,NC_009614
2409,24057,25815,240570.0,258150.0,0,700111745,700172498,4723632,5014514,NC_009614
2410,7831,8054,78310.0,80540.0,0,700111745,ERR912110,1581902,1610543,NC_009614
2411,11150,11464,111500.0,114640.0,0,700111745,ERR912110,2160819,2193090,NC_009614
2412,178,199,1780.0,1990.0,0,700111745,ERR912135,20958,65230,NC_009614
2413,2017,3234,20170.0,32340.0,0,700111745,ERR912135,370070,542524,NC_009614
2414,7425,7690,74250.0,76900.0,0,700111745,ERR912135,1464826,1536549,NC_009614
2415,7815,8045,78150.0,80450.0,0,700111745,ERR912135,1583339,1612550,NC_009614
2416,8578,12270,85780.0,122700.0,0,700111745,ERR912135,1706337,2423234,NC_009614
2417,17627,18172,176270.0,181720.0,0,700111745,ERR912135,3354293,3464913,NC_009614
2418,18271,18582,182710.0,185820.0,0,700111745,ERR912135,3492392,3559723,NC_009614
2419,19053,19272,190530.0,192720.0,0,700111745,ERR912135,3679757,3717348,NC_009614
2420,438,441,4380.0,4410.0,1,700111745,ERR912135,87977,88247,NC_009614
2421,7729,7785,77290.0,77850.0,1,700111745,ERR912135,1560956,1574311,NC_009614
2422,13743,13919,137430.0,139190.0,1,700111745,ERR912135,2609441,2634191,NC_009614
2423,18198,18256,181980.0,182560.0,1,700111745,ERR912135,3468455,3477666,NC_009614
2424,21438,21440,214380.0,214400.0,1,700111745,ERR912135,4067357,4069321,NC_009614
2425,10,997,100.0,9970.0,0,700113705,700161743,993,143411,NC_009614
2426,1875,2112,18750.0,21120.0,0,700113705,700161743,351163,367970,NC_009614
2427,2659,2757,26590.0,27570.0,0,700113705,700161743,437830,445413,NC_009614
2428,3682,3799,36820.0,37990.0,0,700113705,700161743,603689,631710,NC_009614
2429,4027,4090,40270.0,40900.0,0,700113705,700161743,658236,663078,NC_009614
2430,5599,5623,55990.0,56230.0,0,700113705,700161743,1083659,1085449,NC_009614
2431,6146,6209,61460.0,62090.0,0,700113705,700161743,1175707,1181433,NC_009614
2432,6691,8123,66910.0,81230.0,0,700113705,700161743,1344682,1615871,NC_009614
2433,8350,8584,83500.0,85840.0,0,700113705,700161743,1643761,1692800,NC_009614
2434,9178,9957,91780.0,99570.0,0,700113705,700161743,1789776,1877265,NC_009614
2435,10332,10541,103320.0,105410.0,0,700113705,700161743,1947452,1973422,NC_009614
2436,11841,12171,118410.0,121710.0,0,700113705,700161743,2352201,2384376,NC_009614
2437,12444,13033,124440.0,130330.0,0,700113705,700161743,2433699,2498288,NC_009614
2438,14113,14140,141130.0,141400.0,0,700113705,700161743,2660332,2677416,NC_009614
2439,15436,16289,154360.0,162890.0,0,700113705,700161743,2990201,3117750,NC_009614
2440,17496,17774,174960.0,177740.0,0,700113705,700161743,3339301,3423059,NC_009614
2441,18760,18867,187600.0,188670.0,0,700113705,700161743,3644062,3655317,NC_009614
2442,19374,19880,193740.0,198800.0,0,700113705,700161743,3755153,3821896,NC_009614
2443,20049,20646,200490.0,206460.0,0,700113705,700161743,3836261,3911126,NC_009614
2444,21271,21345,212710.0,213450.0,0,700113705,700161743,4052333,4065152,NC_009614
2445,23275,23318,232750.0,233180.0,0,700113705,700161743,4493057,4496126,NC_009614
2446,25103,25179,251030.0,251790.0,0,700113705,700161743,4821038,4853789,NC_009614
2447,25339,25650,253390.0,256500.0,0,700113705,700161743,4876491,4905082,NC_009614
2448,25853,26094,258530.0,260940.0,0,700113705,700161743,4982789,5019742,NC_009614
2449,26582,26825,265820.0,268250.0,0,700113705,700161743,5097318,5162789,NC_009614
2450,13119,13132,131190.0,131320.0,1,700113705,700161743,2509213,2510284,NC_009614
2451,13176,13216,131760.0,132160.0,1,700113705,700161743,2516377,2520464,NC_009614
2452,17800,17817,178000.0,178170.0,1,700113705,700161743,3424700,3425921,NC_009614
2453,878,1129,8780.0,11290.0,0,700113810,700116148,132820,215811,NC_009614
2454,1324,1332,13240.0,13320.0,0,700113810,700116148,262860,263646,NC_009614
2455,2055,2424,20550.0,24240.0,0,700113810,700116148,365310,402085,NC_009614
2456,8985,9190,89850.0,91900.0,0,700113810,700116148,1758152,1788593,NC_009614
2457,9436,9469,94360.0,94690.0,0,700113810,700116148,1819465,1821757,NC_009614
2458,13037,13176,130370.0,131760.0,0,700113810,700116148,2491617,2508883,NC_009614
2459,15703,15776,157030.0,157760.0,0,700113810,700116148,3004522,3013489,NC_009614
2460,16845,17019,168450.0,170190.0,0,700113810,700116148,3235362,3250359,NC_009614
2461,17829,18022,178290.0,180220.0,0,700113810,700116148,3447345,3464901,NC_009614
2462,18653,19353,186530.0,193530.0,0,700113810,700116148,3645879,3773772,NC_009614
2463,21147,21235,211470.0,212350.0,0,700113810,700116148,4052411,4066325,NC_009614
2464,4390,4487,43900.0,44870.0,0,700116296,ERR911961,1066433,1108537,NC_009614
2465,14035,14295,140350.0,142950.0,0,700116296,ERR911961,3295603,3410478,NC_009614
2466,14767,14877,147670.0,148770.0,0,700116296,ERR911961,3507461,3532826,NC_009614
2467,19264,19363,192640.0,193630.0,0,700116296,ERR911961,4766558,4779268,NC_009614
2468,20237,20329,202370.0,203290.0,0,700116296,ERR911961,4996425,5012370,NC_009614
2469,20813,20854,208130.0,208540.0,0,700116296,ERR911961,5116150,5118867,NC_009614
2470,7555,7558,75550.0,75580.0,1,700116296,ERR911961,1813444,1813684,NC_009614
2471,8673,8688,86730.0,86880.0,1,700116296,ERR911961,2091909,2092800,NC_009614
2472,9273,9496,92730.0,94960.0,1,700116296,ERR911961,2245411,2281983,NC_009614
2473,13571,13580,135710.0,135800.0,1,700116296,ERR911961,3217616,3218285,NC_009614
2474,18331,18335,183310.0,183350.0,1,700116296,ERR911961,4506988,4507297,NC_009614
2475,8686,8689,86860.0,86890.0,1,700116296,ERR911977,2092617,2092782,NC_009614
2476,13566,13581,135660.0,135810.0,1,700116296,ERR911977,3217256,3218285,NC_009614
2477,18333,18337,183330.0,183370.0,1,700116296,ERR911977,4506994,4507309,NC_009614
2478,7601,7605,76010.0,76050.0,1,700116296,ERR911999,1813423,1813885,NC_009614
2479,8723,8738,87230.0,87380.0,1,700116296,ERR911999,2091915,2092806,NC_009614
2480,13624,13639,136240.0,136390.0,1,700116296,ERR911999,3217023,3218267,NC_009614
2481,14095,14116,140950.0,141160.0,1,700116296,ERR911999,3295645,3297629,NC_009614
2482,18422,18425,184220.0,184250.0,1,700116296,ERR911999,4507096,4507279,NC_009614
2483,10,301,100.0,3010.0,0,700116865,700123827,993,74657,NC_009614
2484,3068,3180,30680.0,31800.0,0,700116865,700123827,492135,502259,NC_009614
2485,5268,5322,52680.0,53220.0,0,700116865,700123827,872575,878178,NC_009614
2486,5868,5938,58680.0,59380.0,0,700116865,700123827,1123011,1132905,NC_009614
2487,6461,6768,64610.0,67680.0,0,700116865,700123827,1308774,1380670,NC_009614
2488,7010,7170,70100.0,71700.0,0,700116865,700123827,1414000,1430597,NC_009614
2489,8868,9080,88680.0,90800.0,0,700116865,700123827,1725686,1778571,NC_009614
2490,9576,9640,95760.0,96400.0,0,700116865,700123827,1827954,1834771,NC_009614
2491,11925,12107,119250.0,121070.0,0,700116865,700123827,2354435,2370090,NC_009614
2492,12418,12527,124180.0,125270.0,0,700116865,700123827,2428233,2435610,NC_009614
2493,12894,13150,128940.0,131500.0,0,700116865,700123827,2477979,2503844,NC_009614
2494,16078,16301,160780.0,163010.0,0,700116865,700123827,3068233,3113989,NC_009614
2495,19846,19882,198460.0,198820.0,0,700116865,700123827,3803852,3807061,NC_009614
2496,24671,25337,246710.0,253370.0,0,700116865,700123827,4758271,4864878,NC_009614
2497,10,608,100.0,6080.0,0,700116865,700172279,993,112030,NC_009614
2498,992,3292,9920.0,32920.0,0,700116865,700172279,158770,549163,NC_009614
2499,5206,5259,52060.0,52590.0,0,700116865,700172279,872602,878166,NC_009614
2500,5803,5873,58030.0,58730.0,0,700116865,700172279,1122993,1132860,NC_009614
2501,6396,6702,63960.0,67020.0,0,700116865,700172279,1308795,1380655,NC_009614
2502,6945,7104,69450.0,71040.0,0,700116865,700172279,1414063,1430585,NC_009614
2503,8797,9009,87970.0,90090.0,0,700116865,700172279,1725761,1778631,NC_009614
2504,9504,9568,95040.0,95680.0,0,700116865,700172279,1827957,1834774,NC_009614
2505,11848,12030,118480.0,120300.0,0,700116865,700172279,2354426,2370090,NC_009614
2506,12341,12450,123410.0,124500.0,0,700116865,700172279,2428233,2435610,NC_009614
2507,12816,13072,128160.0,130720.0,0,700116865,700172279,2477961,2503793,NC_009614
2508,15031,15110,150310.0,151100.0,0,700116865,700172279,2925786,2934022,NC_009614
2509,15995,16238,159950.0,162380.0,0,700116865,700172279,3068236,3116196,NC_009614
2510,18638,18701,186380.0,187010.0,0,700116865,700172279,3562440,3576304,NC_009614
2511,19767,19804,197670.0,198040.0,0,700116865,700172279,3803738,3807085,NC_009614
2512,24491,25256,244910.0,252560.0,0,700116865,700172279,4747877,4864860,NC_009614
2513,8434,8439,84340.0,84390.0,1,700116865,700172279,1674666,1674963,NC_009614
2514,10,3790,100.0,37900.0,0,700117395,ERR912020,993,610892,NC_009614
2515,4000,4757,40000.0,47570.0,0,700117395,ERR912020,654928,771305,NC_009614
2516,4872,5518,48720.0,55180.0,0,700117395,ERR912020,780129,1067425,NC_009614
2517,5974,7987,59740.0,79870.0,0,700117395,ERR912020,1152932,1600299,NC_009614
2518,8057,8324,80570.0,83240.0,0,700117395,ERR912020,1612250,1642925,NC_009614
2519,24815,27467,248150.0,274670.0,0,700117395,ERR912020,4715207,5162816,NC_009614
2520,7998,8024,79980.0,80240.0,1,700117395,ERR912020,1601744,1609661,NC_009614
2521,210,411,2100.0,4110.0,0,700117537,SRR413594,46699,79120,NC_009614
2522,1356,2151,13560.0,21510.0,0,700117537,SRR413594,262845,368084,NC_009614
2523,2479,2793,24790.0,27930.0,0,700117537,SRR413594,402049,445371,NC_009614
2524,3318,3478,33180.0,34780.0,0,700117537,SRR413594,522493,551494,NC_009614
2525,5462,5501,54620.0,55010.0,0,700117537,SRR413594,896168,899000,NC_009614
2526,6063,6270,60630.0,62700.0,0,700117537,SRR413594,1146536,1175797,NC_009614
2527,6848,7672,68480.0,76720.0,0,700117537,SRR413594,1371666,1465081,NC_009614
2528,8526,9054,85260.0,90540.0,0,700117537,SRR413594,1642997,1729167,NC_009614
2529,9890,10069,98900.0,100690.0,0,700117537,SRR413594,1855592,1870203,NC_009614
2530,10405,10542,104050.0,105420.0,0,700117537,SRR413594,1911595,1949654,NC_009614
2531,11447,11692,114470.0,116920.0,0,700117537,SRR413594,2169478,2240652,NC_009614
2532,12763,12941,127630.0,129410.0,0,700117537,SRR413594,2445564,2462346,NC_009614
2533,15096,15470,150960.0,154700.0,0,700117537,SRR413594,2894342,2927809,NC_009614
2534,18066,18460,180660.0,184600.0,0,700117537,SRR413594,3354437,3456787,NC_009614
2535,19041,19219,190410.0,192190.0,0,700117537,SRR413594,3559558,3645846,NC_009614
2536,19474,19507,194740.0,195070.0,0,700117537,SRR413594,3672278,3674472,NC_009614
2537,19804,20033,198040.0,200330.0,0,700117537,SRR413594,3730011,3780695,NC_009614
2538,20756,21159,207560.0,211590.0,0,700117537,SRR413594,3868414,3910658,NC_009614
2539,21766,21956,217660.0,219560.0,0,700117537,SRR413594,4049414,4074404,NC_009614
2540,22412,22422,224120.0,224220.0,0,700117537,SRR413594,4138397,4139207,NC_009614
2541,23477,23647,234770.0,236470.0,0,700117537,SRR413594,4432915,4446948,NC_009614
2542,25078,25524,250780.0,255240.0,0,700117537,SRR413594,4747628,4794201,NC_009614
2543,25740,26038,257400.0,260380.0,0,700117537,SRR413594,4820628,4879855,NC_009614
2544,26563,26762,265630.0,267620.0,0,700117537,SRR413594,4997586,5017915,NC_009614
2545,27434,27481,274340.0,274810.0,0,700117537,SRR413594,5116841,5119921,NC_009614
2546,1128,1130,11280.0,11300.0,1,700117537,SRR413594,215376,215475,NC_009614
2547,3127,3135,31270.0,31350.0,1,700117537,SRR413594,481947,491262,NC_009614
2548,6680,6686,66800.0,66860.0,1,700117537,SRR413594,1315606,1316041,NC_009614
2549,6733,6781,67330.0,67810.0,1,700117537,SRR413594,1328622,1332240,NC_009614
2550,13690,13692,136900.0,136920.0,1,700117537,SRR413594,2553022,2553181,NC_009614
2551,19386,19422,193860.0,194220.0,1,700117537,SRR413594,3661913,3668524,NC_009614
2552,215,399,2150.0,3990.0,0,700117537,ERR912048,48142,79114,NC_009614
2553,1116,2119,11160.0,21190.0,0,700117537,ERR912048,215373,369146,NC_009614
2554,2437,2750,24370.0,27500.0,0,700117537,ERR912048,402070,445428,NC_009614
2555,3253,3405,32530.0,34050.0,0,700117537,ERR912048,522526,551425,NC_009614
2556,5385,5424,53850.0,54240.0,0,700117537,ERR912048,896156,899009,NC_009614
2557,5963,6162,59630.0,61620.0,0,700117537,ERR912048,1146500,1175812,NC_009614
2558,6481,6578,64810.0,65780.0,0,700117537,ERR912048,1308780,1316050,NC_009614
2559,7124,7144,71240.0,71440.0,0,700117537,ERR912048,1424264,1425806,NC_009614
2560,7430,7559,74300.0,75590.0,0,700117537,ERR912048,1450579,1465084,NC_009614
2561,8398,8921,83980.0,89210.0,0,700117537,ERR912048,1642928,1729191,NC_009614
2562,9752,9931,97520.0,99310.0,0,700117537,ERR912048,1855592,1870212,NC_009614
2563,10266,10402,102660.0,104020.0,0,700117537,ERR912048,1911607,1949639,NC_009614
2564,11303,11547,113030.0,115470.0,0,700117537,ERR912048,2169517,2240673,NC_009614
2565,11838,12056,118380.0,120560.0,0,700117537,ERR912048,2313681,2365045,NC_009614
2566,12590,12747,125900.0,127470.0,0,700117537,ERR912048,2446956,2462301,NC_009614
2567,14899,15268,148990.0,152680.0,0,700117537,ERR912048,2894306,2927818,NC_009614
2568,15444,15511,154440.0,155110.0,0,700117537,ERR912048,2959165,2982216,NC_009614
2569,19559,19769,195590.0,197690.0,0,700117537,ERR912048,3731651,3780734,NC_009614
2570,20481,20879,204810.0,208790.0,0,700117537,ERR912048,3868408,3910625,NC_009614
2571,21482,21614,214820.0,216140.0,0,700117537,ERR912048,4049414,4070658,NC_009614
2572,22079,22090,220790.0,220900.0,0,700117537,ERR912048,4138388,4139288,NC_009614
2573,23141,23306,231410.0,233060.0,0,700117537,ERR912048,4432915,4446927,NC_009614
2574,24736,25179,247360.0,251790.0,0,700117537,ERR912048,4747634,4794237,NC_009614
2575,25386,26390,253860.0,263900.0,0,700117537,ERR912048,4820625,5017912,NC_009614
2576,27062,27108,270620.0,271080.0,0,700117537,ERR912048,5116859,5119855,NC_009614
2577,6624,6672,66240.0,66720.0,1,700117537,ERR912048,1328586,1332186,NC_009614
2578,13496,13499,134960.0,134990.0,1,700117537,ERR912048,2553010,2553223,NC_009614
2579,17963,17978,179630.0,179780.0,1,700117537,ERR912048,3429153,3430671,NC_009614
2580,19840,20069,198400.0,200690.0,0,700117537,ERR912111,3729999,3780722,NC_009614
2581,20806,20883,208060.0,208830.0,0,700117537,ERR912111,3869899,3876983,NC_009614
2582,210,411,2100.0,4110.0,0,700117537,donald4-11-30-0_,46699,79120,NC_009614
2583,1128,2150,11280.0,21500.0,0,700117537,donald4-11-30-0_,215376,368126,NC_009614
2584,2478,2890,24780.0,28900.0,0,700117537,donald4-11-30-0_,402121,453200,NC_009614
2585,3308,3467,33080.0,34670.0,0,700117537,donald4-11-30-0_,522517,551440,NC_009614
2586,5295,5513,52950.0,55130.0,0,700117537,donald4-11-30-0_,847927,903172,NC_009614
2587,6052,6259,60520.0,62590.0,0,700117537,donald4-11-30-0_,1146518,1175773,NC_009614
2588,7528,7660,75280.0,76600.0,0,700117537,donald4-11-30-0_,1450561,1465072,NC_009614
2589,8514,9042,85140.0,90420.0,0,700117537,donald4-11-30-0_,1643009,1729188,NC_009614
2590,9626,9722,96260.0,97220.0,0,700117537,donald4-11-30-0_,1822096,1829539,NC_009614
2591,9878,10057,98780.0,100570.0,0,700117537,donald4-11-30-0_,1855595,1870221,NC_009614
2592,10453,10529,104530.0,105290.0,0,700117537,donald4-11-30-0_,1938139,1949615,NC_009614
2593,11434,11678,114340.0,116780.0,0,700117537,donald4-11-30-0_,2169490,2240616,NC_009614
2594,12750,13287,127500.0,132870.0,0,700117537,donald4-11-30-0_,2445573,2497766,NC_009614
2595,15082,15456,150820.0,154560.0,0,700117537,donald4-11-30-0_,2894306,2927788,NC_009614
2596,17468,18445,174680.0,184450.0,0,700117537,donald4-11-30-0_,3276423,3456829,NC_009614
2597,19081,19218,190810.0,192180.0,0,700117537,donald4-11-30-0_,3574571,3650193,NC_009614
2598,19721,20013,197210.0,200130.0,0,700117537,donald4-11-30-0_,3724478,3780647,NC_009614
2599,20736,21139,207360.0,211390.0,0,700117537,donald4-11-30-0_,3868408,3910658,NC_009614
2600,21746,21891,217460.0,218910.0,0,700117537,donald4-11-30-0_,4049414,4071048,NC_009614
2601,23423,23592,234230.0,235920.0,0,700117537,donald4-11-30-0_,4432915,4446897,NC_009614
2602,25024,25982,250240.0,259820.0,0,700117537,donald4-11-30-0_,4747652,4879906,NC_009614
2603,26504,26703,265040.0,267030.0,0,700117537,donald4-11-30-0_,4997595,5017924,NC_009614
2604,27374,27421,273740.0,274210.0,0,700117537,donald4-11-30-0_,5116784,5119876,NC_009614
2605,3119,3125,31190.0,31250.0,1,700117537,donald4-11-30-0_,490893,491262,NC_009614
2606,6670,6675,66700.0,66750.0,1,700117537,donald4-11-30-0_,1315657,1316008,NC_009614
2607,6722,6770,67220.0,67700.0,1,700117537,donald4-11-30-0_,1328601,1332216,NC_009614
2608,13677,13679,136770.0,136790.0,1,700117537,donald4-11-30-0_,2553055,2553202,NC_009614
2609,1715,1973,17150.0,19730.0,0,700117766,SRR341633,398227,437356,NC_009614
2610,5047,5290,50470.0,52900.0,0,700117766,SRR341633,1407598,1431915,NC_009614
2611,6792,6997,67920.0,69970.0,0,700117766,SRR341633,1808896,1835925,NC_009614
2612,7522,7655,75220.0,76550.0,0,700117766,SRR341633,1950698,1969007,NC_009614
2613,9055,9093,90550.0,90930.0,0,700117766,SRR341633,2433378,2436096,NC_009614
2614,10242,10384,102420.0,103840.0,0,700117766,SRR341633,2656164,2683575,NC_009614
